language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
it,5,1,Routine e stabilità,routine,La routine è il miglior farmaco gratuito.,La prevedibilità riduce lo stress nel cane artrosico e previene i danni articolari in quello sano.,Stabilisci oggi orari fissi per pasti e passeggiate.
en,5,1,Routine and stability,routine,Routine is the best free medicine.,Predictability reduces stress in the arthritic dog and prevents joint damage in the healthy one.,Set fixed times for meals and walks today.
de,5,1,Routine und Stabilität,Routine,Routine ist das beste kostenlose Medikament.,Vorhersehbarkeit reduziert Stress beim arthritischen Hund und verhindert Gelenkschäden beim gesunden.,Lege heute feste Zeiten für Mahlzeiten und Spaziergänge fest.
fr,5,1,Routine et stabilité,routine,La routine est le meilleur médicament gratuit.,La prévisibilité réduit le stress chez le chien arthritique et prévient les dommages articulaires chez le sain.,Établissez aujourd'hui des horaires fixes pour les repas et les promenades.
it,5,2,Routine e stabilità,routine,Svegliarsi alla stessa ora ogni giorno aiuta.,Il ritmo circadiano regolare influenza positivamente il sistema immunitario e articolare.,Cerca di alzarti e portare fuori il cane sempre alla stessa ora.
en,5,2,Routine and stability,routine,Waking up at the same time every day helps.,A regular circadian rhythm positively influences the immune and joint system.,Try to wake up and take the dog out at the same time every day.
de,5,2,Routine und Stabilität,Routine,Jeden Tag zur gleichen Zeit aufzuwachen hilft.,Ein regelmäßiger zirkadianer Rhythmus beeinflusst das Immun- und Gelenksystem positiv.,Versuche den Hund jeden Tag zur gleichen Zeit aufzuwecken und rauszubringen.
fr,5,2,Routine et stabilité,routine,Se lever à la même heure chaque jour aide.,Un rythme circadien régulier influence positivement le système immunitaire et articulaire.,Essayez de vous lever et de sortir le chien toujours à la même heure.
it,5,3,Routine e stabilità,routine,La passeggiata del mattino è un rituale che cura.,Iniziare la giornata con movimento migliora la mobilità articolare e il benessere generale.,Rendi la passeggiata mattutina un impegno fisso non negoziabile.
en,5,3,Routine and stability,routine,The morning walk is a healing ritual.,Starting the day with movement improves joint mobility and general wellbeing.,Make the morning walk a fixed non-negotiable commitment.
de,5,3,Routine und Stabilität,Routine,Der Morgenspaziergang ist ein heilendes Ritual.,Den Tag mit Bewegung zu beginnen verbessert die Gelenkbeweglichkeit und das allgemeine Wohlbefinden.,Mache den Morgenspaziergang zu einer festen nicht verhandelbaren Verpflichtung.
fr,5,3,Routine et stabilité,routine,La promenade du matin est un rituel qui soigne.,Commencer la journée avec du mouvement améliore la mobilité articulaire et le bien-être général.,Faites de la promenade matinale un engagement fixe non négociable.
it,5,4,Routine e stabilità,routine,I pasti regolari stabilizzano il metabolismo.,La regolarità aiuta anche il sistema digestivo e riduce lo stress che aggrava l'infiammazione.,Dai i pasti sempre alla stessa ora ogni giorno senza eccezioni.
en,5,4,Routine and stability,routine,Regular meals stabilise metabolism.,Regularity also helps the digestive system and reduces stress that worsens inflammation.,Give meals always at the same time every day without exceptions.
de,5,4,Routine und Stabilität,Routine,Regelmäßige Mahlzeiten stabilisieren den Stoffwechsel.,Regelmäßigkeit hilft auch dem Verdauungssystem und reduziert Stress der Entzündungen verschlimmert.,Gib die Mahlzeiten jeden Tag zur gleichen Zeit ohne Ausnahmen.
fr,5,4,Routine et stabilité,routine,Les repas réguliers stabilisent le métabolisme.,La régularité aide aussi le système digestif et réduit le stress qui aggrave l'inflammation.,Donnez les repas toujours à la même heure chaque jour sans exception.
it,5,5,Routine e stabilità,routine,Il momento delle medicine non si salta mai.,La continuità della terapia è fondamentale: saltare dosi riduce l'efficacia e può causare rimbalzi.,Imposta un promemoria quotidiano per la somministrazione dei farmaci.
en,5,5,Routine and stability,routine,Medicine time is never skipped.,Continuity of therapy is fundamental: skipping doses reduces effectiveness and can cause rebound.,Set a daily reminder for medication administration.
de,5,5,Routine und Stabilität,Routine,Die Zeit der Medizin wird nie übersprungen.,Kontinuität der Therapie ist grundlegend: Dosen zu überspringen reduziert die Wirksamkeit und kann Rebounds verursachen.,Setze eine tägliche Erinnerung für die Medikamentengabe.
fr,5,5,Routine et stabilité,routine,Le moment des médicaments ne se saute jamais.,La continuité de la thérapie est fondamentale: sauter des doses réduit l'efficacité et peut causer des rebonds.,Définissez un rappel quotidien pour l'administration des médicaments.
it,5,6,Routine e stabilità,routine,Il massaggio quotidiano è terapia e connessione.,Cinque minuti al giorno di massaggio delicato riducono la rigidità e rafforzano il legame.,Dedica 5 minuti ogni giorno al massaggio di zampe dorso e fianchi.
en,5,6,Routine and stability,routine,Daily massage is therapy and connection.,Five minutes a day of gentle massage reduces stiffness and strengthens the bond.,Dedicate 5 minutes every day to massaging paws back and flanks.
de,5,6,Routine und Stabilität,Routine,Tägliche Massage ist Therapie und Verbindung.,Fünf Minuten täglich sanfte Massage reduziert Steifheit und stärkt die Bindung.,Widme jeden Tag 5 Minuten der Massage von Pfoten Rücken und Flanken.
